LH045,LH043,0
LH045,LH139,0
LH045,LH044,0
LH045,LH136,0
LH045,LH033,0
LH045,LH031,0
LH045,LH032,0
LH045,LH137,0
LH045,LH135,0
LH045,LH035,0
LH043,LH045,0
LH043,LH139,0
LH043,LH044,0
LH043,LH136,0
LH043,LH033,0
LH043,LH031,0
LH043,LH032,0
LH043,LH137,0
LH043,LH135,0
LH043,LH035,0
LH139,LH045,0
LH139,LH043,0
LH139,LH044,0
LH139,LH136,0
LH139,LH033,0
LH139,LH031,0
LH139,LH032,0
LH139,LH137,0
LH139,LH135,0
LH139,LH035,0
LH044,LH045,0
LH044,LH043,0
LH044,LH139,0
LH044,LH136,0
LH044,LH033,0
LH044,LH031,0
LH044,LH032,0
LH044,LH137,0
LH044,LH135,0
LH044,LH035,0
LH136,LH045,0
LH136,LH043,0
LH136,LH139,0
LH136,LH044,0
LH136,LH033,0
LH136,LH031,0
LH136,LH032,0
LH136,LH137,0
LH136,LH135,0
LH136,LH035,0
LH033,LH045,0
LH033,LH043,0
LH033,LH139,0
LH033,LH044,0
LH033,LH136,0
LH033,LH031,0
LH033,LH032,0
LH033,LH137,0
LH033,LH135,0
LH033,LH035,0
LH031,LH045,0
LH031,LH043,0
LH031,LH139,0
LH031,LH044,0
LH031,LH136,0
LH031,LH033,0
LH031,LH032,0
LH031,LH137,0
LH031,LH135,0
LH031,LH035,0
LH032,LH045,0
LH032,LH043,0
LH032,LH139,0
LH032,LH044,0
LH032,LH136,0
LH032,LH033,0
LH032,LH031,0
LH032,LH137,0
LH032,LH135,0
LH032,LH035,0
LH137,LH045,0
LH137,LH043,0
LH137,LH139,0
LH137,LH044,0
LH137,LH136,0
LH137,LH033,0
LH137,LH031,0
LH137,LH032,0
LH137,LH135,0
LH137,LH035,0
LH135,LH045,0
LH135,LH043,0
LH135,LH139,0
LH135,LH044,0
LH135,LH136,0
LH135,LH033,0
LH135,LH031,0
LH135,LH032,0
LH135,LH137,0
LH135,LH035,0
LH035,LH045,0
LH035,LH043,0
LH035,LH139,0
LH035,LH044,0
LH035,LH136,0
LH035,LH033,0
LH035,LH031,0
LH035,LH032,0
LH035,LH137,0
LH035,LH135,0
